"","his_data_2013.his_all_comments.textOriginal"
"251","That end quote by Marilyn Manson was...amazingly insightful. Perhaps if the two shooters had actually had somebody they could talk to and trust then perhaps such a thing would never have happened. Not to mention the fact that after such tragedies everyone seems to think that shouting and yelling and blaming everyone and everything will help when, in reality, listening is what we should have done."
"252","Blanket prescriptions of mind altering anti depresant drugs with known side effects  are very common in these shooters. Prescribed by family doctors who are compensated by drug reps with meals and thousand dollar rounds of golf. Guin free Zones are also magnetic to these guys too."
"253","Sandy hook was a hoax it is not what what are shown for sure. The batman and the bald shooter look like mind control victims. Bat man fishy with ties in the movie pointing out sandy hook also creepy and witnesses claiming others helped him and threw tear gas. Port Aurthor OZ also not what they said nor who they said.  "
"254","This video is pretty sick and should be taken down. People lost loved-ones in these incidents and it's not nice that it's on a video list aimed at getting views and likes."
"255","Guns aren't the problem, it the persons thought process. The shooter could've used a variety of other weapons besides guns, it's just that they're more effective and quicker. I honestly feel bad for the shooters especially the younger ones. I'm 17 and believe that it's in a way the teachers fault they see the kid being bullied by students and just brush it off act like they didn't see it so they won't have to deal with it."
"256","I believe it's the mental state of the person, being bullied, looked at different, thought of as weird or dumb, just being put down is the underlying cause of shootings. It all builds up and it pretty much changes the way they think of things."
"257","imagine if anders breivik's shooting was ranked here"
"258","Thanks a lot society. You caused these shootings."
"259","It seems as though most of these cases circled around the men's issues with women. . Hmm."
"260","Marilyn's quotes at the end..."
"261","I'm pro gun all the way, but this top ten is a bit unneeded."
"262","Most will get mad but.... what is the 9 times out of 10 common factor "
"263","why would the columbine be considered  worse if the v tech shooting had twise as many deaths???"
"264","In reply to Amy Alberston (new youtube won't let me reply to her, basically she is saying that we should medicate the mentally ill to prevent the killings) Lol, did you know that the medications helped CAUSE the Columbine Killings? Lol, I can't remember if it was Dylan or Eric, but after complaining to their doctor the meds were giving him homicidal thoughts, one of them even decided to manipulate his meds SO THAT HE WOULD BECOME MORE VIOLENT! And did you know, Mark Taylor, who was shot 13 times by Dylan, survived and sued the medical FDA administration for prescribing the pills for Dylan. For daring to stand up to big bad FDA, they committed Mark to a mental institution illegally, and force fed him the very medication he was so adamantly against. If I'm not mistaken, he's still there, a complete vegetable. "
"265","Doesn't this just prove that the us should ban guns, don't have all these tragedies in the UK!!"
"266","What is a first grade called with no more friends? A Sandy Hook survivor."
"267","I know it's not near recent, but what about the Boston Massacre? That did effect the colonists of America in a big way. "
"268","I find how this list was made a week before sandy hook shooting a little weird..."
"269","Brought to you by Prozac and other mind-altering drugs."
"270","whites are indeed the devil"
"271","Damn, when white men kill, they don't play around."
"272","9 days later.. Newtown"
"273","You know, I don't think that WatchMojo.com is really trying to rank these tragedies but to remind people that these events did happen and just because they are in the past doesn't we can forget the lives lost. "
