"","his_data_2017.his_all_comments.textOriginal"
"299","Lockdown at my school
Me: agh it’s too cramped
Random girl: giggle 🤭 
Boy: Toots
Me: says a funny word and people start snickering
Teacher: SSSShHHHhhhH
Me:🤭

Announcement: the lock down drill is now over!

While class: Dangit 
Me: wow time passed"
"300","Did u see that spongebob on the tv"
"301","This is what are tax money is going to 😐"
"302","Me at a lock down:

Me: aghhh dang I didn’t bring anything! 

Random girl: SHHhhHh

Me: *rolls eyes* 

My friend: *sits quietly reading a book*

Me: whispers “can I read that book”?

Teacher:JENNA! Shhhhhh"
"303","One time we had a code red because there was a police chase on the street behind the school."
"304","My school does not do that... they just say ""lockdown drill"", then jiggle the teachers door a bit to make sure it's locked."
"305","I have teeth, if I see some b*tch like that with a gun ima grab his arm and bite it off..."
"306","They will finally get what they ask for.. Stop it."
"307","School shooting
I sleep




Random guy wakes me up
*R e a l  s h i t?*"
"308","How to survive a shooting: If it is real, then go to the door and when the shooter walks in, wack him in the head with a chair, But if it is a teacher, your screwed"
"309","0:49"
"310","Pumped up kicks"
"311","Good, you should be scared of this... not enough kids take it seriously"
"312","my school's classroom doors lock automatically so if there's a school shooter they won't be able to get in ig, but it's annoying as fuck when 50 kids go to the bathroom and we have to get up and open the door every time. lmao idk why they even do it bc our dumbasses would open the door and it would be a shooter. there was someone on the outside of the door last year aggressively pulling on the handle, and they kicked the door, and we were all scared shitless but the kid in our class that literally can't speak English at all ( and it's fucking English class like wtf is wrong with our education system) anyway he got up and opened the door and we all screamed but it was just this annoying ass kid named Ian who did it as a joke."
"313","My school district is retarded! They don't even talk about shooting lockdown thig!!!"
"314","The self defence kinda look fun lul"
"315","Fake"
"316","I would actually join in to fight as well even if I’m a student"
"317","this is good, i say this cause kids think oh its just a drill and that means we can just talk and screw around (i'm in high school and i go to boces (Trade school)) and sometimes they do this its good to teachs the kids that they can't just screw around and they have to take every drill as if its a real life thing. 
(i was in school one time when some high school kid call the elementary and said they place a bomb in the school (yeah it turn out to be a Hoax) but it teachs you that anything can happen and you shouldn't take it lightly."
"318","Our school has doors with full security locks with only. Keycards can open."
"319","That is not ok to do that"
"320","I think schools should have the non deadly weapon called salt"
"321","0:49"
"322","0:49"
"323","0:19"
"324","Me, in a real one, I would be like,"" Why are we just siting here like this? We are like... Just chilling! People can just come in and kill us and we just do nothing! We should run and right! It's just stupid."""
"325","Is there a special training for kids with light up sketchers?"
"326","This is amazing! All the schools should have drills and classes like that."
"327","0:24

Global Elite CT rushes B site, mowing down innocent Silver T units.

2007
(Colorized)"
"328","Every time I go to school now, I’ma be scared for my life."
"329","0:49 dancing kid"
"330","Is it just me , or if this happened i would be throwing scissors at the shooter ? Cause like thats probably a way"
"331","This is why my school has a police officer in the building at all times"
"332","Im in middle school in ferry pass middle and a few weeks ago we had a code red people first though it was a drill then we new it wasent
 And he was a criminial he was in the little forsest across my school.....
.
... it happend to 2 period to 6 period."
"333","You know what I would do???????????






KICK THE GUN MAN IN THE NUTS AND TAKE THE GUN!!!!and run




AND HIT THEIR NOSE AND EYES"
"334","I think they should do keep doing this but call the parents to tell them that there doing the drills"
"335","That is how much the teacher loves her kids"
"336","When he actually fight back, that woman has guts"
"337","0:49"
"338","I’m still having a real school lookdown 😰 
OMG THE GUNMAN IS RIG"
"339","My school was in lockdown and this little bitch was making fart noises."
"340","Jujitsu"
"341","stop imprisoning everyone instead you cocksuckers"
"342","Sometimes you have to fight back. If someone breaks into the classroom and it’s life or death, you fight."
"343","0:49"
"344","This is good, but remember most school shootings are done by students, so the shooter most likely knows the protocol and has a possible advantage an outsider wouldn't have."
"345","Why do schools  hide in the corner the criminals know that they hiding"
"346","At my school a lockdown was a hour and a half long  and it was real a guy with a hood and an Afro was in our field but my dad called the cops and the cops told my princable"
"347","Me during a shooting

Me: -gets scared and cri's-
Girl: HAHAJAHHAHSHSHSHSHSHSH FAKE. 

boy:  ?? ?? ?"
"348","Oh and Why did the gun sound like there where real bullets??  And for me seeing people shot scares me."
"349","No class"
"350","It's called ""lockdown""."
"351","This actually happened at my school but no one died but it wasn't a drill no guns where involved a unidentified person entered our school and I was so scared!!🤤🤤"
"352","I wish my schook was like that"
"353","For my school's lockdown drills
We just sit in a corner and some teacher comes by and knocks on some doors while the intercom says ""THE INTRUDER IS LOCATED ______."" Then the drill ends and u hear someone snoring"
"354","At my school we all know the codes, and drills are unannounced. Police come and check the doors, and check if we do what we are supposed to do. Guns are not drawn, we have been taught to get out if you can, hide is you cant, and if the get it, you fight."
