"","his_data_2014.his_all_comments.textOriginal"
"264","I had to LOL at the subtitles at 1:45 ""51% say Obama would better handle immigration"". Yeah, of course. Tax breaks for illegal immigrants. While we're at it, let's give them licenses with no questions too! Meanwhile, I stand in line for 2 hours and feel like I'm being questioned like I killed someone. Rewind a little bit, to 1:40 ""52% say Obama would better handle taxes""... hmmm. I dunno bout that. I do know that my paycheck got much smaller due to Obama care that I've not used once. As much money that goes down the Obamadrain, I could buy a nice car + afford independent health insurance. I wanna go back to the 90's. The music was better than too!"
"265","""Guns kill people"" cus you know they get up walk to the door and shoot people 
"
"266","I don't like the idea of this list u could be encouraging mentally unstable people to try and get on this list like the sandy hook shooter."
"267","It's pathetic that the media always blames the things a person likes like for example: Games, music (i listen to metal). 

Because that must be why they do this shit it's obviously not because they're fucked up in the head."
"268","Sandy Hook..."
"269","One random act of violence produce by two African Americans eight (8) random acts produce by white Caucasians...my question is who's the Mos evil? ....whites...or blacks?  Whites are the foundation of evil!"
"270","The reason we own guns is to protect ourselves from the government. The government cannot be trusted and I will not give my right to bear arms for the sake of a bunch of cowards who don't like to deal with their problems head on. Only a foolish coward will lobby to give up their rights and disarm themselves and give their guns to the government because these individuals don't have self determination and are cowards who want to hide behind the government but in reality they are hiding right behind their biggest nemesis. "
"271","So civilians are armed so they can protect themselves from other armed civilians makes sense _|_ stupid law "
"272","Never Forget VT  and Columbine shootings:( im from Virginia.."
"273","Imo I would switch 2 and 1 maybe put 1 in 3rd and put sandy hook at 2."
"274","Marilyn Manson did nothing "
"275","why so serious james???"
"276","fuckorea
go home"
"277","When will people understand that someone with a motive for mass murder is not going to care that ""it's illegal to own a gun"". They'll always find a way to obtain them illegaly. To where as if guns were illegal, innocent people looking to protect themselves from the criminals would have no shield."
"278","In England we don't have a gun culture like America n if American's want to bear guns fine by me, but what I've never understood is why citerzen need military grade weapons, I mean why, they are no zombie apocalypse or civil wars on at mo, so surely all u need would be a hunting rifle to hunt and a hand gun to protect your home ???? "
"279","Terrible events. :("
"280","Every time this happens and the politicians run their suck-hole about gun control, and you always see a major spike in gun and ammo sales. This shit is tragic and the victim’s families and friends will never be the same as they are trying and find closure. Although with all the millions of responsible gun owners out their, these are still isolated incidents. While this will never add true closure to the family and friends of victims, the average gun owner/enthusiast is not a “soon to be mass shooter”. Shit hole countries (like Mexico, no offense) that have strike gun control laws, and continue to see mass carnage on a severe level. Same in Central America, and on and on. The media just magnifies every incident of mass shooting that occurs, while war torn inner cities see murder rates that well surpass these mass shootings over time. Don’t blame the gun; blame the few crazies, poverty, gang activity, drug trade, power struggles, etc.People have been killing each other since the beginning of time and will continue to, regardless of the gun or not."
"281","*10 days after this video was uploaded, a school shooting happens* and this is why we can't have nice things..."
