"","comments_real","comments_2012","comments_2013","comments_2014","comments_2015","comments_2016","comments_2017"
"west",0,0,7,6,4,3,3
"westburo",0,0,1,0,0,0,0
"westphal",0,0,1,0,0,0,0
"westroads",0,0,1,0,0,0,1
"wet",0,0,1,0,0,2,1
"wether",0,0,1,0,0,0,0
"weve",0,0,1,0,1,4,7
"whaaaat",0,0,1,0,0,0,0
"whacko",0,0,1,1,0,0,0
"whata",0,0,1,0,0,0,0
"whatevamangâ",0,0,1,0,0,0,0
"whatn",0,0,1,0,0,0,0
"whatsoever",0,0,3,1,0,1,0
"wheeled",0,0,1,0,0,0,0
"wheels",0,0,1,0,0,2,1
"whenever",0,0,3,3,2,15,15
"whenth",0,0,1,0,0,0,0
"whereas",0,0,1,1,2,0,2
"whereby",0,0,2,0,0,0,0
"wherenam",0,0,1,0,0,0,0
"wherent",0,0,1,0,0,0,0
"wherever",0,0,1,1,0,4,2
"whets",0,0,1,0,0,0,0
"while",0,0,5,5,3,6,8
"whims",0,0,1,0,0,0,0
"whine",0,0,4,1,0,0,0
"whiny",0,0,1,0,0,0,1
"whirl",0,0,1,0,0,0,0
"whitman",0,0,5,5,0,0,0
"whiz",0,0,2,0,0,0,0
"whoop",0,0,3,0,0,1,1
"whoopdie",0,0,1,0,0,0,0
"whooping",0,0,1,0,0,0,1
"whore",0,0,2,0,0,2,2
"whorls",0,0,1,0,0,0,0
"whos",0,0,4,0,4,5,6
"whose",0,0,7,4,2,1,5
"whoudnt",0,0,1,0,0,0,0
"whut",0,0,2,0,1,0,0
"wich",0,0,4,2,0,0,0
"wifi",0,0,1,0,0,3,0
"wiggle",0,0,1,0,0,1,1
"wight",0,0,1,0,0,1,0
"wii",0,0,1,0,0,0,1
"wiifolderjosh",0,0,1,0,0,0,0
"wikipedia",0,0,4,1,1,0,1
"wikipediaâ",0,0,1,0,0,0,0
"wild",0,0,4,8,1,5,5
"wildly",0,0,1,0,0,0,0
"willful",0,0,1,0,1,0,0
"willfully",0,0,1,1,1,1,0
"win",0,0,3,0,3,12,9
"windstorminatorâ",0,0,1,0,0,0,0
"wine",0,0,1,0,1,0,0
"wingers",0,0,1,0,0,0,0
"winnemucca",0,0,1,0,0,0,0
"winnndisarming",0,0,1,0,0,0,0
"winsconsin",0,0,1,0,0,0,0
"wipe",0,0,4,1,1,3,0
"wipes",0,0,1,0,0,0,0
"wired",0,0,1,0,1,0,0
"wise",0,0,5,2,1,3,1
"wishes",0,0,1,0,0,3,0
"wist",0,0,1,0,0,0,0
"withheld",0,0,1,0,0,0,0
"withou",0,0,1,0,0,0,0
"witsn",0,0,1,0,0,0,0
"wittle",0,0,1,0,0,0,0
"wjhy",0,0,1,0,0,0,0
"wlnâ",0,0,1,0,0,0,0
"wlâ",0,0,1,0,0,0,0
"woah",0,0,3,2,3,3,4
"wog",0,0,1,0,0,0,0
"wolf",0,0,1,1,0,12,8
"wolfennand",0,0,1,0,0,0,0
"wolfpack",0,0,1,0,0,0,2
"wolfy",0,0,1,0,0,0,0
"wolves",0,0,3,0,0,2,2
"wolvesprob",0,0,1,0,0,0,0
"womens",0,0,1,0,0,0,0
"won",0,0,6,1,1,7,4
"wontill",0,0,1,0,0,0,0
"woodham",0,0,1,0,0,0,0
"woods",0,0,2,0,3,6,13
"woody",0,0,3,0,0,0,0
"woooow",0,0,1,0,0,0,0
"wooow",0,0,1,0,0,1,0
"woow",0,0,1,0,0,0,0
"worded",0,0,1,0,0,0,0
"wording",0,0,1,1,0,1,0
"wordsnnyoure",0,0,1,0,0,0,0
"worker",0,0,1,0,2,1,2
"workguys",0,0,1,0,0,0,0
"workingn",0,0,1,0,0,0,0
"workings",0,0,1,0,0,0,0
"workplace",0,0,2,1,0,0,0
"workplaces",0,0,1,0,0,1,0
"worldarguing",0,0,1,0,0,0,0
"worldhit",0,0,1,0,0,0,0
"worldnand",0,0,1,0,0,0,0
"worldnnthe",0,0,1,0,1,0,0
"worldwide",0,0,3,0,0,3,0
"worn",0,0,1,0,0,0,0
"worrying",0,0,1,0,0,2,0
"worshiped",0,0,1,0,0,0,0
"worshiping",0,0,1,1,0,0,0
"worstn",0,0,2,0,0,0,0
"worstyou",0,0,1,0,0,0,0
"worth",0,0,5,8,1,11,7
"wouldent",0,0,1,1,0,1,2
"wouldntâ",0,0,1,0,0,0,0
"woundedkilled",0,0,1,0,0,0,0
"wounding",0,0,1,0,0,0,0
"wowee",0,0,1,0,0,0,0
"wowimbecile",0,0,1,0,0,0,0
"wownine",0,0,1,0,0,0,0
"wowowowowowow",0,0,1,0,0,0,0
"wqhat",0,0,1,0,0,0,0
"wrecks",0,0,1,0,0,0,0
"writernnother",0,0,1,0,0,0,0
"writes",0,0,2,0,1,0,2
"wrongif",0,0,1,0,0,0,0
"wrongly",0,0,2,0,1,0,0
"wronglyglorified",0,0,1,0,0,0,0
"wrongn",0,0,2,0,0,0,0
"wrongnnin",0,0,1,0,0,0,0
"wrongnnyet",0,0,1,0,0,0,0
"wtfnwhy",0,0,1,0,0,0,0
"wth",0,0,1,0,0,1,4
"wuss",0,0,1,0,0,0,0
"wwmany",0,0,1,0,0,0,0
"wyoming",0,0,1,0,0,0,0
"xanax",0,0,1,0,0,0,0
"xdn",0,0,1,0,0,0,0
"xiangnapart",0,0,1,0,0,0,0
"xmwxacring",0,0,1,0,0,0,0
"yaaaaayyyyy",0,0,1,0,0,0,0
"yagyu",0,0,1,0,0,0,0
"yah",0,0,1,0,0,3,1
"yahweh",0,0,1,0,0,0,0
"yankees",0,0,1,0,0,0,0
"yanks",0,0,1,0,2,0,0
"yanksyankees",0,0,1,0,0,0,0
"yard",0,0,5,0,1,0,7
"yards",0,0,1,0,0,0,1
"yeahhhhno",0,0,1,0,0,0,0
"yeahsee",0,0,1,0,0,0,0
"yeari",0,0,1,0,0,0,0
"yearlook",0,0,1,0,0,0,0
"yearly",0,0,2,1,1,0,0
"yearnnget",0,0,1,0,0,0,0
"yearold",0,0,2,0,0,1,0
"yelling",0,0,1,0,0,18,22
"yepsend",0,0,1,0,0,0,0
"yer",0,0,2,0,0,0,0
"yesjanijagnamã¤rnswedishsvensk",0,0,1,0,0,0,0
"yeslets",0,0,1,0,0,0,0
"yesnn",0,0,1,0,0,0,0
"yesnnand",0,0,1,0,0,0,0
"yesterday",0,0,4,0,3,8,10
"yesvideo",0,0,1,0,0,0,0
"yha",0,0,1,0,0,0,0
"yhwhthe",0,0,1,0,0,0,0
"yippee",0,0,2,0,0,0,0
"yolo",0,0,1,0,0,0,3
"yor",0,0,1,0,0,0,0
"youlook",0,0,1,0,0,0,0
"youmean",0,0,1,0,0,0,0
"youngest",0,0,2,0,0,1,0
"youngins",0,0,1,0,0,0,0
"yous",0,0,1,0,0,1,0
"youths",0,0,1,0,0,1,1
"youve",0,0,7,3,0,0,0
"yrold",0,0,1,0,0,0,0
"ysidro",0,0,4,1,0,2,3
"ytapple",0,0,1,0,0,0,0
"yum",0,0,1,0,0,0,0
"yun",0,0,1,0,0,0,0
"yur",0,0,2,0,0,0,1
"yyyyyyeeeeessssssthats",0,0,1,0,0,0,0
"zachary",0,0,1,0,0,0,0
"zangasâ",0,0,1,0,0,0,0
"zendlern",0,0,1,0,0,0,0
"zimmermans",0,0,2,0,0,0,0
"zodiac",0,0,1,0,0,0,0
"zombie",0,0,1,2,0,0,3
"zombies",0,0,3,0,0,0,0
"zonesni",0,0,1,0,0,0,0
"zonewhat",0,0,1,0,0,0,0
"zoos",0,0,1,0,0,0,0
"zooss",0,0,1,0,0,0,0
"âuucin",0,0,1,0,0,0,0
"âu¦",0,0,1,1,0,0,0
"âu»â",0,0,1,0,0,0,0
"â¬â¬",0,0,1,0,0,0,0
"â°",0,0,2,0,0,0,0
"aab",0,0,0,1,0,0,0
"abcs",0,0,0,1,0,0,1
"abhorrently",0,0,0,1,0,0,0
"abnormalâ",0,0,0,1,0,0,0
"abolishment",0,0,0,1,0,0,0
"abour",0,0,0,1,0,0,0
"abraham",0,0,0,2,0,0,0
"abusing",0,0,0,2,0,0,0
"accessories",0,0,0,1,0,0,0
"accidently",0,0,0,1,1,0,2
"accorded",0,0,0,1,0,0,0
"accusing",0,0,0,2,0,0,0
"acknowledged",0,0,0,1,0,0,0
"acknowledgeâ",0,0,0,1,0,0,0
"actingncorrect",0,0,0,1,0,0,0
"actionsâ",0,0,0,1,0,0,0
"actualâ",0,0,0,1,0,0,0
"adamsnthe",0,0,0,1,0,0,0
"adamsâ",0,0,0,1,2,0,0
"adequatelyâ",0,0,0,1,0,0,0
"adjective",0,0,0,1,0,0,0
"adl",0,0,0,1,0,0,0
"administered",0,0,0,1,0,0,0
"adn",0,0,0,1,0,1,1
"adopt",0,0,0,1,0,0,0
"advicefreedom",0,0,0,2,0,0,0
"advocated",0,0,0,1,0,0,0
"advocating",0,0,0,1,0,0,0
"affects",0,0,0,2,1,0,0
"afflicted",0,0,0,1,0,0,0
"afforded",0,0,0,1,0,0,0
"agains",0,0,0,1,2,0,0
"agent",0,0,0,1,1,0,2
"aha",0,0,0,1,0,1,3
"aholes",0,0,0,1,0,0,0
"aid",0,0,0,1,0,0,0
"aircraft",0,0,0,1,0,0,0
"airportn",0,0,0,1,0,0,0
"akannw",0,0,0,1,0,0,0
"akd",0,0,0,1,0,0,0
"alabama",0,0,0,3,0,1,1
"alasâ",0,0,0,1,0,0,0
"albeit",0,0,0,1,3,1,0
"albionto",0,0,0,3,0,0,0
"alcoholguns",0,0,0,1,0,0,0
"alcoholics",0,0,0,1,0,0,0
"alcoholnnage",0,0,0,1,0,0,0
"alexander",0,0,0,1,1,3,0
"alexis",0,0,0,4,0,0,0
"alexsâ",0,0,0,1,0,0,0
"algebra",0,0,0,1,0,0,2
"alisa",0,0,0,1,0,0,0
"alloweed",0,0,0,1,0,0,0
"allways",0,0,0,1,0,1,0
"aloneâ",0,0,0,1,0,0,0
"alongndylan",0,0,0,1,0,0,0
"alowe",0,0,0,1,0,0,0
"alqaeda",0,0,0,1,0,1,0
"alwaysâ",0,0,0,1,0,0,0
"amazon",0,0,0,1,0,0,0
"ambulances",0,0,0,3,1,3,2
"amendement",0,0,0,1,0,0,0
"amendmentsâ",0,0,0,1,0,0,0
"amercia",0,0,0,1,0,0,0
"americann",0,0,0,1,0,0,0
"americansâ",0,0,0,4,1,0,0
"americaâ",0,0,0,1,1,0,1
"ammirecan",0,0,0,1,0,0,0
"ammoâ",0,0,0,1,1,0,0
"anally",0,0,0,1,0,0,0
"anarchistsâ",0,0,0,1,0,0,0
"ancestors",0,0,0,9,0,1,0
"anchor",0,0,0,1,0,1,0
"ands",0,0,0,1,0,0,0
"andâ",0,0,0,3,0,2,1
"anerican",0,0,0,1,0,0,0
"angelicluffâ",0,0,0,1,0,0,0
"angelina",0,0,0,1,0,1,0
"angle",0,0,0,1,0,2,4
"animegalâ",0,0,0,1,0,0,0
"anjhindul",0,0,0,2,0,0,0
"anjhindulâ",0,0,0,1,0,0,0
"announcements",0,0,0,1,3,1,5
"announcernnthis",0,0,0,1,0,0,0
"annoy",0,0,0,1,0,1,1
"annoys",0,0,0,1,1,1,0
"annually",0,0,0,1,0,1,0
"anothernothing",0,0,0,1,0,0,0
"anout",0,0,0,1,1,0,0
"anthrax",0,0,0,1,0,0,0
"antichrist",0,0,0,1,0,0,0
"antidepressant",0,0,0,4,0,0,0
"antigod",0,0,0,1,0,0,0
"antigunners",0,0,0,2,0,0,0
"antisocial",0,0,0,1,1,0,0
"anxiety",0,0,0,1,3,10,15
"anymoreâ",0,0,0,1,0,0,0
"anyoneas",0,0,0,1,0,0,0
"anyonei",0,0,0,1,0,0,0
"anyonennbut",0,0,0,1,0,0,0
"anytimena",0,0,0,1,0,0,0
"anâ",0,0,0,1,0,0,0
"apathy",0,0,0,1,0,0,0
"apiece",0,0,0,1,0,0,0
"apocalypse",0,0,0,1,0,0,2
"apologists",0,0,0,1,0,0,0
"appalling",0,0,0,2,0,0,1
"appallingâ",0,0,0,1,0,0,0
"apparent",0,0,0,1,3,0,1
"appearing",0,0,0,1,0,1,0
"applaud",0,0,0,1,0,1,0
"applause",0,0,0,1,0,1,0
"appreciatedâ",0,0,0,1,0,0,0
"appropriately",0,0,0,1,0,0,0
"aprehend",0,0,0,1,0,0,0
"arapahoe",0,0,0,2,1,0,0
"arcadiaâ",0,0,0,3,0,0,0
"arcane",0,0,0,1,0,0,0
"areâ",0,0,0,3,0,1,0
"arguably",0,0,0,1,0,0,0
"argueâ",0,0,0,2,0,0,0
"argumentnnwhat",0,0,0,1,0,0,0
"arise",0,0,0,1,0,2,0
"armament",0,0,0,1,0,1,0
"armored",0,0,0,1,0,1,0
"armour",0,0,0,9,0,3,2
"armourpiercing",0,0,0,1,0,0,0
"armsnot",0,0,0,1,0,0,0
"armsnow",0,0,0,1,0,0,0
"arose",0,0,0,1,0,0,0
"arrivedâ",0,0,0,1,0,0,0
"arrives",0,0,0,1,0,1,3
"arroganceâ",0,0,0,2,0,0,0
"art",0,0,0,1,0,8,5
"arth",0,0,0,1,0,0,0
"arthurn",0,0,0,1,0,0,0
"articles",0,0,0,3,0,0,0
"asbergers",0,0,0,1,0,0,0
"asesine",0,0,0,1,0,0,0
"ashemed",0,0,0,1,0,0,0
"aslong",0,0,0,1,0,0,0
"assasins",0,0,0,1,0,0,0
"assert",0,0,0,1,0,2,0
"assertion",0,0,0,2,0,0,0
"assertions",0,0,0,1,0,0,0
"assess",0,0,0,1,0,1,1
"assholesnnthats",0,0,0,1,0,0,0
"assholesâ",0,0,0,2,0,0,0
"assortment",0,0,0,1,0,0,0
"asstraillia",0,0,0,1,0,0,0
"assurance",0,0,0,1,0,0,0
"assâ",0,0,0,1,0,0,0
"astlâ",0,0,0,1,0,0,0
"atf",0,0,0,3,2,0,0
"atlanticâ",0,0,0,1,0,0,0
"attach",0,0,0,1,0,0,2
"attananightshadowâ",0,0,0,2,0,0,0
"attension",0,0,0,1,0,0,0
"attest",0,0,0,1,1,0,0
"attire",0,0,0,1,0,0,0
"auroroa",0,0,0,1,0,0,0
"ausador",0,0,0,1,0,0,0
"austinamerican",0,0,0,1,0,0,0
"austinopeth",0,0,0,1,0,0,0
"authorized",0,0,0,1,0,1,0
"authors",0,0,0,1,1,0,0
"automobiles",0,0,0,1,0,0,0
"autumn",0,0,0,1,0,0,0
"avila",0,0,0,1,0,0,0
"avoiding",0,0,0,1,0,1,1
"awakenedâ",0,0,0,1,0,0,0
"awakening",0,0,0,1,0,0,0
"awaywe",0,0,0,1,0,0,0
"awesomenfreeeeeeeeeeeedooooooooooooommmmmmmmmmmmmmmmmmmmmmmmmmmmnwith",0,0,0,1,0,0,0
"awfulâ",0,0,0,1,0,0,0
"axe",0,0,0,2,0,0,3
"aylin",0,0,0,1,0,0,0
"aâ",0,0,0,1,0,1,0
"babys",0,0,0,1,0,0,0
"backing",0,0,0,1,2,1,0
"bacon",0,0,0,1,0,0,2
"badge",0,0,0,1,1,3,1
"badmentally",0,0,0,1,0,0,0
"badâ",0,0,0,3,0,0,0
"bagsâ",0,0,0,1,0,0,0
"bake",0,0,0,1,0,0,0
"balanced",0,0,0,1,0,0,0
"balancednfunny",0,0,0,1,0,0,0
"ballsnbut",0,0,0,1,0,0,0
"ballsâ",0,0,0,1,0,0,0
"bam",0,0,0,2,0,5,9
"bama",0,0,0,1,0,0,0
"bambo",0,0,0,1,0,0,0
"bandits",0,0,0,2,0,0,0
"bangers",0,0,0,1,0,0,0
"banish",0,0,0,1,0,0,0
"bankrupt",0,0,0,1,0,0,0
"bann",0,0,0,1,0,0,0
"bannednndont",0,0,0,1,0,0,0
"bannedâ",0,0,0,1,0,0,0
"banâ",0,0,0,1,2,0,0
"bar",0,0,0,1,5,7,4
"barged",0,0,0,1,0,2,1
"barnettâ",0,0,0,1,0,0,0
"barricade",0,0,0,2,9,43,47
"barricaded",0,0,0,1,0,5,4
"barâ",0,0,0,1,0,0,0
"basicly",0,0,0,1,0,0,0
"basilenis",0,0,0,1,0,0,0
"bathrooms",0,0,0,1,2,1,4
"bbitches",0,0,0,1,0,0,0
"bcz",0,0,0,1,0,0,0
"beanbag",0,0,0,1,0,2,2
"bears",0,0,0,1,0,1,2
"bearsâ",0,0,0,1,0,0,0
"beatdown",0,0,0,1,0,0,0
"becauseâ",0,0,0,1,0,1,0
"beckettnnthey",0,0,0,1,0,0,0
"beckettâ",0,0,0,1,0,0,0
"becous",0,0,0,2,0,0,0
"becouse",0,0,0,1,0,0,0
"bedengen",0,0,0,1,0,0,0
"beef",0,0,0,1,0,0,1
"bees",0,0,0,1,0,0,1
"begging",0,0,0,1,0,0,5
"beginâ",0,0,0,2,0,0,0
"beheadings",0,0,0,1,0,0,0
"behemoth",0,0,0,1,0,0,0
"bellnyou",0,0,0,1,0,0,0
"belongings",0,0,0,1,0,0,0
"bent",0,0,0,1,0,0,0
"bestâ",0,0,0,2,2,0,0
"beverly",0,0,0,1,0,0,0
"bhavent",0,0,0,1,0,0,0
"biasednnwhen",0,0,0,1,0,0,0
"biding",0,0,0,1,0,0,0
"biebers",0,0,0,1,0,0,0
"bigguynnagain",0,0,0,1,0,0,0
"bigguyâ",0,0,0,1,0,0,0
"bigot",0,0,0,1,1,0,0
"bile",0,0,0,1,0,0,0
"bilespewing",0,0,0,1,0,0,0
"billionhowever",0,0,0,1,0,0,0
"bio",0,0,0,1,0,1,1
"birthdaycreepy",0,0,0,1,0,0,0
"birthdayâ",0,0,0,1,1,0,0
"bitchnnbut",0,0,0,1,0,0,0
"bitchâ",0,0,0,1,0,0,0
"bitcoins",0,0,0,1,0,0,0
"bizarre",0,0,0,2,2,0,2
"bka",0,0,0,1,0,0,0
"blackness",0,0,0,1,0,0,0
"blahi",0,0,0,1,0,0,0
"blakester",0,0,0,1,0,0,0
"blastingdestroying",0,0,0,1,0,0,0
"blemishesâ",0,0,0,1,0,0,0
"blinded",0,0,0,2,0,0,0
"blinds",0,0,0,1,5,20,44
"blinks",0,0,0,1,0,0,0
"blithering",0,0,0,1,0,1,0
"blueflame",0,0,0,1,0,0,0
"blueâ",0,0,0,1,0,0,0
"blunder",0,0,0,1,0,0,0
"boarder",0,0,0,2,0,0,0
"boast",0,0,0,1,1,0,0
"bodys",0,0,0,1,1,1,1
"boils",0,0,0,1,0,0,0
"bombernwhen",0,0,0,1,0,0,0
"bondâ",0,0,0,1,0,0,0
"bonnyboynthe",0,0,0,1,0,0,0
"bonnyboyâ",0,0,0,1,0,0,0
"boomerangs",0,0,0,1,0,0,0
"bornnndo",0,0,0,1,0,0,0
"bornnprove",0,0,0,1,0,0,0
"bornnâ",0,0,0,1,0,0,0
"bots",0,0,0,1,0,0,0
"boysâ",0,0,0,1,0,0,0
"brad",0,0,0,1,0,1,0
"brainâ",0,0,0,1,0,0,0
"brake",0,0,0,1,0,8,2
"braught",0,0,0,1,0,0,0
"breaching",0,0,0,1,1,0,0
"breakfest",0,0,0,1,0,0,0
"breathe",0,0,0,1,0,2,1
"breed",0,0,0,3,0,0,1
"bricks",0,0,0,1,0,0,2
"brief",0,0,0,1,0,0,0
"brigade",0,0,0,1,0,0,0
"brilliantnand",0,0,0,1,0,0,0
"britainâ",0,0,0,1,0,0,0
"broad",0,0,0,1,0,0,0
"broadcast",0,0,0,1,0,1,0
"broadest",0,0,0,1,0,0,0
"brokenbasicly",0,0,0,1,0,0,0
"browser",0,0,0,3,0,1,0
"brulee",0,0,0,1,0,0,0
"brutality",0,0,0,2,0,0,1
"brutalâ",0,0,0,1,0,0,0
"bryan",0,0,0,1,0,2,1
"buckshuhdead",0,0,0,1,0,0,0
"bud",0,0,0,1,0,0,0
"buddies",0,0,0,1,1,2,0
"budget",0,0,0,1,0,1,0
"buffoon",0,0,0,1,0,0,0
"builders",0,0,0,1,0,0,0
"buildingn",0,0,0,1,0,0,0
"buildingâ",0,0,0,1,0,0,0
"bulied",0,0,0,1,0,0,0
"buling",0,0,0,1,0,0,0
"bulk",0,0,0,2,1,1,0
"bulletproof",0,0,0,1,2,8,2
"bulling",0,0,0,1,0,1,0
"bullygo",0,0,0,1,0,0,0
"bullyingdiscrimination",0,0,0,1,0,0,0
"bullyingunless",0,0,0,1,0,0,0
"bullyingâ",0,0,0,1,0,0,0
"burglarso",0,0,0,1,0,0,0
"buried",0,0,0,1,0,0,0
"burrito",0,0,0,1,0,0,0
"bushmasters",0,0,0,1,0,0,0
"businesses",0,0,0,1,2,0,0
"busloads",0,0,0,1,0,0,0
"buss",0,0,0,1,0,1,0
"butt",0,0,0,1,1,2,8
"butunfortunately",0,0,0,1,0,0,0
"butâ",0,0,0,1,0,0,0
"butâuuif",0,0,0,1,0,0,0
"buzzfeed",0,0,0,1,0,0,0
"báº¯n",0,0,0,1,0,0,0
"bâ",0,0,0,1,0,0,0
"cafe",0,0,0,5,3,1,2
"cage",0,0,0,1,0,2,1
"calculated",0,0,0,1,0,0,0
"californian",0,0,0,1,0,0,0
"cam",0,0,0,1,1,0,1
"cambiando",0,0,0,1,0,0,0
"camden",0,0,0,2,0,0,0
"camopaintnâ",0,0,0,1,0,0,0
"campuses",0,0,0,1,0,1,1
"canadan",0,0,0,1,0,0,0
"cancerous",0,0,0,1,0,0,1
"cannibal",0,0,0,2,0,0,0
"cannot",0,0,0,1,0,2,0
"canolinno",0,0,0,1,0,0,0
"cans",0,0,0,5,0,2,2
"cap",0,0,0,1,0,6,3
"capitalized",0,0,0,1,0,0,0
"carrier",0,0,0,1,0,0,0
"carrys",0,0,0,1,0,0,0
"carter",0,0,0,2,0,0,0
"cartridge",0,0,0,1,0,0,0
"cassie",0,0,0,1,0,0,1
"castro",0,0,0,1,1,2,0
"catologyâ",0,0,0,3,0,0,0
"cattle",0,0,0,1,0,0,0
"catâ",0,0,0,1,0,0,0
"causality",0,0,0,2,2,0,0
"causation",0,0,0,1,4,0,0
"causeâ",0,0,0,1,0,0,0
"cba",0,0,0,1,0,0,0
"cdc",0,0,0,1,1,0,0
"cells",0,0,0,1,0,0,0
"centennial",0,0,0,1,0,0,0
"centuty",0,0,0,1,0,0,0
"cereal",0,0,0,2,0,1,0
"cert",0,0,0,1,0,0,0
"certificates",0,0,0,1,0,1,0
"challenging",0,0,0,2,0,0,0
"chambers",0,0,0,1,1,0,0
"chamorruwarriorncriminals",0,0,0,1,0,0,0
"chamorruwarriornoh",0,0,0,1,0,0,0
"changednnlet",0,0,0,1,0,0,0
"chaosnjust",0,0,0,1,0,0,0
"charities",0,0,0,2,0,0,0
"chatfield",0,0,0,2,0,0,0
"cheaterninja",0,0,0,1,0,0,0
"checkâ",0,0,0,4,1,0,0
"cheerleaders",0,0,0,1,0,0,0
"chick",0,0,0,1,0,3,1
"chicks",0,0,0,1,0,1,1
"childrennnremember",0,0,0,1,0,0,0
"childâ",0,0,0,1,0,0,0
"chilling",0,0,0,1,0,1,4
"chinas",0,0,0,1,0,0,0
"chino",0,0,0,1,0,0,0
"chips",0,0,0,1,0,2,1
"chocolate",0,0,0,1,0,0,4
"choking",0,0,0,1,0,3,0
"chopped",0,0,0,1,0,1,0
"christs",0,0,0,1,1,0,0
"chuckie",0,0,0,1,0,0,0
"chump",0,0,0,1,0,0,0
"churchill",0,0,0,1,0,0,0
"churchn",0,0,0,1,0,0,0
"cinamax",0,0,0,1,0,0,0
"circle",0,0,0,1,0,2,1
"circulate",0,0,0,1,0,0,0
"circumventing",0,0,0,1,0,0,0
"citerzen",0,0,0,1,0,0,0
"citiesâ",0,0,0,1,0,0,0
"citizenries",0,0,0,1,0,0,0
"citizenry",0,0,0,1,0,1,0
"citizensâ",0,0,0,1,1,0,0
"cityn",0,0,0,1,0,0,0
"citzens",0,0,0,1,0,0,0
"civilizedn",0,0,0,1,0,0,0
"civillians",0,0,0,2,0,0,0
"claimnnhttpwwwdailymailcouknewsarticleboyfatallyshootsyearoldsisterfourthdeathusmonthcausedfirearmfindingwayhandschildhtmlnnhttpwwwabcnetaunewsteenagesaccuseddeathaustralianbaseballerchrislanennhttpwwwndtvcomarticleworldyearoldboyshootskillsyearoldsisterusnnhttpwwwnytimescomuscndshootinghtmlpagewantedrnnhttpwwwslatecomblogscrimechildshootingsmotherjoneschildshootingdeathsinshowthathtmlnnhttpenwikipediaorgwikishootingoftrayvonmartinnnhttpwwwhuffingtonpostcomchildgundeathsnhtmlnnhttpwwwtelegraphcouknewsworldnewsnorthamericausacaliforniadriveshootingsonhungergamesassistantdirectorelliotrodgersuspectedkillingsixhtmlnnand",0,0,0,1,0,0,0
"clarified",0,0,0,1,0,0,0
"clark",0,0,0,2,0,1,0
"clas",0,0,0,1,0,0,2
"classified",0,0,0,1,0,1,0
"classifies",0,0,0,1,0,0,0
"classify",0,0,0,1,0,0,0
"classroomscafeterialibrary",0,0,0,1,0,0,0
"clicks",0,0,0,1,0,0,1
"climate",0,0,0,1,1,0,0
"clipscause",0,0,0,1,0,0,0
"closecongratulations",0,0,0,1,0,0,0
"closedminded",0,0,0,1,0,0,0
"closequarters",0,0,0,1,0,0,0
"closure",0,0,0,2,0,0,0
"cloths",0,0,0,1,0,0,0
"cluenhahahaha",0,0,0,1,0,0,0
"coat",0,0,0,3,0,2,16
"coinsized",0,0,0,1,0,0,0
"colin",0,0,0,18,16,0,2
"coliseum",0,0,0,1,0,0,0
"collingoatndid",0,0,0,1,0,0,0
"collingoatnyeah",0,0,0,1,0,0,0
"colobine",0,0,0,2,0,0,0
"cologne",0,0,0,1,0,0,0
"colombiane",0,0,0,1,0,0,0
"columbia",0,0,0,1,0,0,0
"columbinen",0,0,0,1,0,0,0
"columbineâ",0,0,0,2,0,0,0
"columbisorry",0,0,0,1,0,0,0
"commentary",0,0,0,1,0,0,0
"commentingn",0,0,0,1,0,0,0
"commies",0,0,0,1,0,0,0
"commons",0,0,0,1,0,0,0
"communityâ",0,0,0,1,0,0,0
"communty",0,0,0,1,0,0,0
"como",0,0,0,1,0,0,0
"companygunstore",0,0,0,1,0,0,0
"companyâ",0,0,0,1,0,0,0
"comparisons",0,0,0,4,0,0,0
"complacency",0,0,0,2,0,0,0
"compound",0,0,0,1,0,0,0
"comprar",0,0,0,1,0,0,0
"comprehensive",0,0,0,1,0,0,0
"concealing",0,0,0,1,0,0,0
"concealment",0,0,0,1,0,0,0
"conceiled",0,0,0,1,0,0,0
"concepts",0,0,0,1,0,0,0
"concerning",0,0,0,1,2,3,0
"conclusions",0,0,0,1,1,0,0
"concord",0,0,0,1,0,0,0
"conditions",0,0,0,3,1,0,2
"cone",0,0,0,1,0,0,1
"confiscated",0,0,0,2,0,0,0
"confiscatedâ",0,0,0,1,0,0,0
"confiscating",0,0,0,1,0,0,0
"confiscatingâ",0,0,0,1,0,0,0
"conform",0,0,0,1,0,1,0
"conforming",0,0,0,1,0,0,0
"confuse",0,0,0,1,0,2,0
"congress",0,0,0,1,1,1,0
"conjecture",0,0,0,2,0,0,0
"conme",0,0,0,1,0,0,0
"connected",0,0,0,2,0,3,1
"connor",0,0,0,2,0,0,1
"conscience",0,0,0,1,0,0,0
"conscripted",0,0,0,1,0,0,0
"conservatives",0,0,0,1,1,2,2
"consieled",0,0,0,1,0,0,0
"consistent",0,0,0,2,1,0,0
"consistently",0,0,0,1,1,0,0
"contacts",0,0,0,1,0,0,0
"contovercynnall",0,0,0,1,0,0,0
"contractors",0,0,0,1,0,0,0
"contrary",0,0,0,1,1,1,0
"contributing",0,0,0,1,1,0,0
"controlnlook",0,0,0,1,0,0,0
"conveniently",0,0,0,2,1,3,0
"conventional",0,0,0,1,0,0,0
"convicts",0,0,0,4,0,0,0
"convierta",0,0,0,1,0,0,0
"cookers",0,0,0,1,0,0,0
"cooperation",0,0,0,1,0,0,0
"copperas",0,0,0,1,0,0,0
"core",0,0,0,3,1,4,0
"cornered",0,0,0,1,0,4,1
